id,objective_id,kr_key,description,metric_label,unit,baseline_num,target_num,target_text,actual_num,score,weight,status,notes,created_at,updated_at
116,39,support_openness_checkins,Increase support/openness actions from 6 days/week to 7 days/week.,days/week,days/week,6,7,,6,85.71428571428571,1,active,"{""concept_key"": ""support_openness""}",2026-02-24 10:11:10.065575,2026-02-24 10:11:10.06558
117,40,consistent_bedtimes,Increase consistent bedtimes from 6 nights/week to 7 nights/week.,consistent bedtimes,nights/week,6,7,,6,85.71428571428571,1,active,"{""concept_key"": ""bedtime_consistency""}",2026-02-24 10:11:10.286069,2026-02-24 10:11:10.286074
118,40,nights_waking_refreshed,Increase nights waking refreshed from 5 nights/week to 6 nights/week.,nights waking refreshed,nights/week,5,6,,5,71.42857142857143,1,active,"{""concept_key"": ""sleep_quality""}",2026-02-24 10:11:10.297839,2026-02-24 10:11:10.297845
119,41,increase_hydration,Increase daily hydration from 3.5 L/day to 3.8 L/day.,daily hydration,L/day,3.5,3.8,,3.5,87.5,1,active,"{""concept_key"": ""hydration""}",2026-02-24 10:11:19.855662,2026-02-24 10:11:19.855668
120,41,add_protein_portion,Increase protein intake from 4 portions/day to 4.5 portions/day.,protein intake,portions/day,4,4.5,,4,80,1,active,"{""concept_key"": ""protein_intake""}",2026-02-24 10:11:19.865669,2026-02-24 10:11:19.865674
121,42,emotional_regulation_practice,Increase emotional regulation practice from 6 days/week to 7 days/week.,days/week,days/week,6,7,,6,85.71428571428571,1,active,"{""concept_key"": ""emotional_regulation""}",2026-02-24 10:11:34.597683,2026-02-24 10:11:34.597691
122,42,stress_recovery_breaks,Increase stress-recovery techniques from 6 days/week to 7 days/week.,days/week,days/week,6,7,,6,85.71428571428571,1,active,"{""concept_key"": ""stress_recovery""}",2026-02-24 10:11:34.613208,2026-02-24 10:11:34.613214
123,42,support_openness_checkins,Increase support/openness actions from 6 days/week to 7 days/week.,days/week,days/week,6,7,,6,85.71428571428571,1,active,"{""concept_key"": ""support_openness""}",2026-02-24 10:11:34.626571,2026-02-24 10:11:34.626577
124,43,consistent_bedtimes,Increase consistent bedtimes from 6 nights/week to 7 nights/week.,consistent bedtimes,nights/week,6,7,,6,85.71428571428571,1,active,"{""concept_key"": ""bedtime_consistency""}",2026-02-24 10:11:35.588967,2026-02-24 10:11:35.588972
125,43,sleep_7_plus_nights,Increase nights with 7+ hours sleep from 6 nights/week to 7 nights/week.,nights with 7+ hours sleep,nights/week,6,7,,6,85.71428571428571,1,active,"{""concept_key"": ""sleep_duration""}",2026-02-24 10:11:35.600637,2026-02-24 10:11:35.600642
126,43,nights_waking_refreshed,Increase nights waking refreshed from 5 nights/week to 6 nights/week.,nights waking refreshed,nights/week,5,6,,5,71.42857142857143,1,active,"{""concept_key"": ""sleep_quality""}",2026-02-24 10:11:35.611568,2026-02-24 10:11:35.611573
127,44,daily_hydration,Increase daily hydration from 3.5 L/day to 4 L/day.,L/day,L/day,3.5,4,,3.5,87.5,1,active,"{""concept_key"": ""hydration""}",2026-02-24 10:11:40.960652,2026-02-24 10:11:40.960659
128,44,add_protein_portion,Increase protein intake from 4 portions/day to 4.5 portions/day.,portions/day,portions/day,4,4.5,,4,80,1,active,"{""concept_key"": ""protein_intake""}",2026-02-24 10:11:40.977885,2026-02-24 10:11:40.977891
129,45,stress_recovery,Increase stress-recovery techniques from 6 days/week to 7 days/week.,days/week,days/week,6,7,,6,85.71428571428571,1,active,"{""concept_key"": ""stress_recovery""}",2026-02-24 10:12:01.735368,2026-02-24 10:12:01.735373
130,45,support_openness,Increase support/openness actions from 6 days/week to 7 days/week.,days/week,days/week,6,7,,6,85.71428571428571,1,active,"{""concept_key"": ""support_openness""}",2026-02-24 10:12:01.746565,2026-02-24 10:12:01.74657
131,45,positive_connection,Increase positive connection actions from 6 days/week to 7 days/week.,days/week,days/week,6,7,,6,85.71428571428571,1,active,"{""concept_key"": ""positive_connection""}",2026-02-24 10:12:01.757737,2026-02-24 10:12:01.757741
132,46,bedtime_consistency,Increase consistent bedtimes from 6 nights/week to 7 nights/week.,nights/week,nights/week,6,7,,6,85.71,1,active,"{""concept_key"": ""bedtime_consistency""}",2026-02-24 10:12:05.643323,2026-02-24 10:12:05.643329
133,46,sleep_duration,Increase nights with 7+ hours sleep from 6 nights/week to 7 nights/week.,nights/week,nights/week,6,7,,6,85.71,1,active,"{""concept_key"": ""sleep_duration""}",2026-02-24 10:12:05.654618,2026-02-24 10:12:05.654623
134,46,sleep_quality,Increase nights waking refreshed from 5 nights/week to 6 nights/week.,nights/week,nights/week,5,6,,5,71.43,1,active,"{""concept_key"": ""sleep_quality""}",2026-02-24 10:12:05.666039,2026-02-24 10:12:05.666044
135,47,strength_sessions,Increase strength sessions from 3 sessions/week to 4 sessions/week.,strength sessions,sessions/week,3,4,,3,75,1,active,"{""concept_key"": ""strength_training""}",2026-02-24 10:12:08.234323,2026-02-24 10:12:08.234327
136,48,strength_sessions_weekly,Increase strength sessions from 3 sessions/week to 4 sessions/week.,strength sessions/week,sessions/week,3,4,,3,,1,active,"{""concept_key"": ""strength_training""}",2026-02-24 10:12:16.894035,2026-02-24 10:12:16.89404
137,49,emotional_regulation,Increase emotional regulation practice from 2 days/week to 4 days/week.,days/week,days/week,2,4,,2,28.57142857142857,1,active,"{""concept_key"": ""emotional_regulation""}",2026-02-24 10:12:30.617293,2026-02-24 10:12:30.617298
138,49,stress_recovery,Increase stress-recovery techniques from 2 days/week to 4 days/week.,days/week,days/week,2,4,,2,28.57142857142857,1,active,"{""concept_key"": ""stress_recovery""}",2026-02-24 10:12:30.629057,2026-02-24 10:12:30.629061
139,49,positive_connection,Increase positive connection actions from 2 days/week to 3 days/week.,days/week,days/week,2,3,,2,28.57142857142857,1,active,"{""concept_key"": ""positive_connection""}",2026-02-24 10:12:30.637828,2026-02-24 10:12:30.637832
140,50,cardio_sessions,Increase cardio sessions from 1 sessions/week to 3 sessions/week.,cardio sessions,sessions/week,1,3,,1,33.33333333333333,1,active,"{""concept_key"": ""cardio_frequency""}",2026-02-24 10:12:34.05776,2026-02-24 10:12:34.057766
141,50,strength_sessions,Increase strength sessions from 0 sessions/week to 1 sessions/week.,strength sessions,sessions/week,0,1,,0,0,1,active,"{""concept_key"": ""strength_training""}",2026-02-24 10:12:34.071399,2026-02-24 10:12:34.071404
142,50,mobility_sessions,Increase mobility/flexibility work from 1 sessions/week to 3 sessions/week.,mobility/flexibility work,sessions/week,1,3,,1,25,1,active,"{""concept_key"": ""flexibility_mobility""}",2026-02-24 10:12:34.083553,2026-02-24 10:12:34.083557
143,51,consistent_bedtimes,Increase consistent bedtimes from 2 nights/week to 4 nights/week.,consistent bedtimes,nights/week,2,4,,2,28.57142857142857,1,active,"{""concept_key"": ""bedtime_consistency""}",2026-02-24 10:12:36.433189,2026-02-24 10:12:36.433195
144,51,nights_7plus_sleep,Increase nights with 7+ hours sleep from 2 nights/week to 4 nights/week.,nights with 7+ hours sleep,nights/week,2,4,,2,28.57142857142857,1,active,"{""concept_key"": ""sleep_duration""}",2026-02-24 10:12:36.444915,2026-02-24 10:12:36.444919
145,51,wake_refreshed,Increase nights waking refreshed from 2 nights/week to 3 nights/week.,nights waking refreshed,nights/week,2,3,,2,28.57142857142857,1,active,"{""concept_key"": ""sleep_quality""}",2026-02-24 10:12:36.457236,2026-02-24 10:12:36.457242
146,52,fruit_veg_portions,Increase fruit & vegetable portions from 1 portions/day to 2 portions/day.,fruit & vegetable portions,portions/day,1,2,,1,20,1,active,"{""concept_key"": ""fruit_veg""}",2026-02-24 10:12:42.861018,2026-02-24 10:12:42.861022
147,52,hydration_l_per_day,Increase daily hydration from 1 L/day to 1.5 L/day.,daily hydration,L/day,1,1.5,,1,25,1,active,"{""concept_key"": ""hydration""}",2026-02-24 10:12:42.870751,2026-02-24 10:12:42.870754
148,52,reduce_processed_portions,Reduce processed food intake from 4 portions/day to 2 portions/day.,processed food portions,portions/day,4,2,,4,0,1,active,"{""concept_key"": ""processed_food""}",2026-02-24 10:12:42.880858,2026-02-24 10:12:42.880863
149,52,protein_portions,Increase protein intake from 1 portions/day to 2 portions/day.,protein portions,portions/day,1,2,,1,20,1,active,"{""concept_key"": ""protein_intake""}",2026-02-24 10:12:42.890362,2026-02-24 10:12:42.890366
150,53,emotional_regulation_days,Increase emotional regulation practice from 2 days/week to 4 days/week.,emotional regulation practice,days/week,2,4,,2,28.57,1,active,"{""concept_key"": ""emotional_regulation""}",2026-02-24 10:13:04.194765,2026-02-24 10:13:04.194769
151,53,stress_recovery_days,Increase stress-recovery techniques from 2 days/week to 4 days/week.,stress-recovery techniques,days/week,2,4,,2,28.57,1,active,"{""concept_key"": ""stress_recovery""}",2026-02-24 10:13:04.206001,2026-02-24 10:13:04.206006
152,53,positive_connection_days,Increase positive connection actions from 2 days/week to 3 days/week.,positive connection actions,days/week,2,3,,2,28.57,1,active,"{""concept_key"": ""positive_connection""}",2026-02-24 10:13:04.218834,2026-02-24 10:13:04.21884
153,54,increase_cardio_sessions,Increase cardio sessions from 1 sessions/week to 3 sessions/week.,sessions/week,sessions/week,1,3,,1,33.33333333333333,1,active,"{""concept_key"": ""cardio_frequency""}",2026-02-24 10:13:08.114067,2026-02-24 10:13:08.114073
154,54,add_strength_session,Increase strength sessions from 0 sessions/week to 1 sessions/week.,sessions/week,sessions/week,0,1,,0,0,1,active,"{""concept_key"": ""strength_training""}",2026-02-24 10:13:08.125561,2026-02-24 10:13:08.125568
155,54,build_mobility_sessions,Increase mobility/flexibility work from 1 sessions/week to 2 sessions/week.,sessions/week,sessions/week,1,2,,1,25,1,active,"{""concept_key"": ""flexibility_mobility""}",2026-02-24 10:13:08.137359,2026-02-24 10:13:08.137366
156,55,consistent_bedtimes,Increase consistent bedtimes from 2 nights/week to 4 nights/week.,nights/week,nights/week,2,4,,2,28.57142857142857,1,active,"{""concept_key"": ""bedtime_consistency""}",2026-02-24 10:13:08.83962,2026-02-24 10:13:08.839624
157,55,nights_7plus_sleep,Increase nights with 7+ hours sleep from 2 nights/week to 4 nights/week.,nights/week,nights/week,2,4,,2,28.57142857142857,1,active,"{""concept_key"": ""sleep_duration""}",2026-02-24 10:13:08.849625,2026-02-24 10:13:08.84963
158,55,nights_waking_refreshed,Increase nights waking refreshed from 2 nights/week to 4 nights/week.,nights/week,nights/week,2,4,,2,28.57142857142857,1,active,"{""concept_key"": ""sleep_quality""}",2026-02-24 10:13:08.861405,2026-02-24 10:13:08.861409
159,56,fruit_veg_increase,Increase fruit & vegetable portions from 1 portions/day to 3 portions/day.,fruit & vegetable portions,portions/day,1,3,,1,20,1,active,"{""concept_key"": ""fruit_veg""}",2026-02-24 10:13:15.154405,2026-02-24 10:13:15.15441
160,56,hydration_increase,Increase daily hydration from 1 L/day to 2 L/day.,daily hydration,L/day,1,2,,1,25,1,active,"{""concept_key"": ""hydration""}",2026-02-24 10:13:15.166154,2026-02-24 10:13:15.166158
161,56,reduce_processed_food,Reduce processed food intake from 4 portions/day to 1 portions/day.,processed food intake,portions/day,4,1,,4,0,1,active,"{""concept_key"": ""processed_food""}",2026-02-24 10:13:15.178642,2026-02-24 10:13:15.178648
162,56,increase_protein,Increase protein intake from 1 portions/day to 2 portions/day.,protein intake,portions/day,1,2,,1,20,1,active,"{""concept_key"": ""protein_intake""}",2026-02-24 10:13:15.190592,2026-02-24 10:13:15.190598
163,57,fruit_veg_portions,Increase fruit & vegetable portions from 1 portions/day to 3 portions/day.,fruit & vegetable portions,portions/day,1,3,,1,20,1,active,"{""concept_key"": ""fruit_veg""}",2026-02-24 10:13:34.276702,2026-02-24 10:13:34.276706
164,57,daily_hydration,Increase daily hydration from 1 L/day to 2 L/day.,daily hydration,L/day,1,2,,1,25,1,active,"{""concept_key"": ""hydration""}",2026-02-24 10:13:34.287244,2026-02-24 10:13:34.287249
165,57,reduce_processed_food,Reduce processed food intake from 4 portions/day to 2 portions/day.,processed food intake,portions/day,4,2,,4,0,1,active,"{""concept_key"": ""processed_food""}",2026-02-24 10:13:34.297587,2026-02-24 10:13:34.297592
166,57,protein_intake_step,Increase protein intake from 1 portions/day to 2 portions/day.,protein intake,portions/day,1,2,,1,20,1,active,"{""concept_key"": ""protein_intake""}",2026-02-24 10:13:34.308786,2026-02-24 10:13:34.308791
167,58,emotional_regulation_practice,Increase emotional regulation practice from 2 days/week to 4 days/week.,days/week,days/week,2,4,,2,28.57142857142857,1,active,"{""concept_key"": ""emotional_regulation""}",2026-02-24 10:13:35.631733,2026-02-24 10:13:35.631738
168,58,stress_recovery_breaks,Increase stress-recovery techniques from 2 days/week to 4 days/week.,days/week,days/week,2,4,,2,28.57142857142857,1,active,"{""concept_key"": ""stress_recovery""}",2026-02-24 10:13:35.643513,2026-02-24 10:13:35.643518
169,58,positive_connection_actions,Increase positive connection actions from 2 days/week to 3 days/week.,days/week,days/week,2,3,,2,28.57142857142857,1,active,"{""concept_key"": ""positive_connection""}",2026-02-24 10:13:35.655212,2026-02-24 10:13:35.655217
170,59,cardio_sessions,Increase cardio sessions from 1 sessions/week to 3 sessions/week.,cardio sessions,sessions/week,1,3,,1,33.33333333333333,1,active,"{""concept_key"": ""cardio_frequency""}",2026-02-24 10:13:42.0466,2026-02-24 10:13:42.046606
171,59,strength_sessions,Increase strength sessions from 0 sessions/week to 1 sessions/week.,strength sessions,sessions/week,0,1,,0,0,1,active,"{""concept_key"": ""strength_training""}",2026-02-24 10:13:42.057155,2026-02-24 10:13:42.057159
172,59,mobility_sessions,Increase mobility/flexibility work from 1 sessions/week to 3 sessions/week.,mobility/flexibility work,sessions/week,1,3,,1,25,1,active,"{""concept_key"": ""flexibility_mobility""}",2026-02-24 10:13:42.068426,2026-02-24 10:13:42.06843
173,60,bedtime_consistency,Increase consistent bedtimes from 2 nights/week to 4 nights/week.,nights/week,nights/week,2,4,,2,28.57142857142857,1,active,"{""concept_key"": ""bedtime_consistency""}",2026-02-24 10:13:43.52075,2026-02-24 10:13:43.520754
174,60,sleep_duration,Increase nights with 7+ hours sleep from 2 nights/week to 4 nights/week.,nights/week,nights/week,2,4,,2,28.57142857142857,1,active,"{""concept_key"": ""sleep_duration""}",2026-02-24 10:13:43.529448,2026-02-24 10:13:43.529452
175,60,sleep_quality,Increase nights waking refreshed from 2 nights/week to 3 nights/week.,nights/week,nights/week,2,3,,2,28.57142857142857,1,active,"{""concept_key"": ""sleep_quality""}",2026-02-24 10:13:43.537847,2026-02-24 10:13:43.53785
176,61,cardio_sessions,Increase cardio sessions from 1 sessions/week to 3 sessions/week.,cardio sessions,sessions/week,1,3,,1,33.33333333333333,1,active,"{""concept_key"": ""cardio_frequency""}",2026-02-24 10:14:03.131116,2026-02-24 10:14:03.131121
177,61,strength_sessions,Increase strength sessions from 0 sessions/week to 1 sessions/week.,strength sessions,sessions/week,0,1,,0,0,1,active,"{""concept_key"": ""strength_training""}",2026-02-24 10:14:03.142749,2026-02-24 10:14:03.142753
178,61,mobility_sessions,Increase mobility/flexibility work from 1 sessions/week to 3 sessions/week.,mobility/flexibility work,sessions/week,1,3,,1,25,1,active,"{""concept_key"": ""flexibility_mobility""}",2026-02-24 10:14:03.15457,2026-02-24 10:14:03.154574
179,62,emotional_regulation,Increase emotional regulation practice from 2 days/week to 4 days/week.,days/week,days/week,2,4,,2,28.57142857142857,1,active,"{""concept_key"": ""emotional_regulation""}",2026-02-24 10:14:05.056944,2026-02-24 10:14:05.05695
180,62,stress_recovery_practice,Increase stress-recovery techniques from 2 days/week to 4 days/week.,days/week,days/week,2,4,,2,28.57142857142857,1,active,"{""concept_key"": ""stress_recovery""}",2026-02-24 10:14:05.066592,2026-02-24 10:14:05.066597
181,62,positive_connection_actions,Increase positive connection actions from 2 days/week to 3 days/week.,days/week,days/week,2,3,,2,28.57142857142857,1,active,"{""concept_key"": ""positive_connection""}",2026-02-24 10:14:05.076414,2026-02-24 10:14:05.076419
182,63,fruit_veg_portions,Increase fruit & vegetable portions from 1 portions/day to 3 portions/day.,portions/day,portions/day,1,3,,1,20,1,active,"{""concept_key"": ""fruit_veg""}",2026-02-24 10:14:05.849425,2026-02-24 10:14:05.84943
183,63,daily_hydration,Increase daily hydration from 1 L/day to 2 L/day.,L/day,L/day,1,2,,1,25,1,active,"{""concept_key"": ""hydration""}",2026-02-24 10:14:05.860162,2026-02-24 10:14:05.860167
184,63,reduce_processed_food,Reduce processed food intake from 4 portions/day to 2 portions/day.,portions/day,portions/day,4,2,,4,0,1,active,"{""concept_key"": ""processed_food""}",2026-02-24 10:14:05.8739,2026-02-24 10:14:05.873905
185,63,protein_intake_step,Increase protein intake from 1 portions/day to 2 portions/day.,protein intake,portions/day,1,2,,1,20,1,active,"{""concept_key"": ""protein_intake""}",2026-02-24 10:14:05.88532,2026-02-24 10:14:05.885327
186,64,bedtime_consistency,Increase consistent bedtimes from 2 nights/week to 4 nights/week.,consistent bedtimes,nights/week,2,4,,2,28.57142857142857,1,active,"{""concept_key"": ""bedtime_consistency""}",2026-02-24 10:14:08.2648,2026-02-24 10:14:08.264804
187,64,sleep_duration,Increase nights with 7+ hours sleep from 2 nights/week to 4 nights/week.,nights with 7+ hours sleep,nights/week,2,4,,2,28.57142857142857,1,active,"{""concept_key"": ""sleep_duration""}",2026-02-24 10:14:08.27335,2026-02-24 10:14:08.273354
188,64,sleep_quality,Increase nights waking refreshed from 2 nights/week to 4 nights/week.,nights waking refreshed,nights/week,2,4,,2,28.57142857142857,1,active,"{""concept_key"": ""sleep_quality""}",2026-02-24 10:14:08.282147,2026-02-24 10:14:08.282151
189,65,emotional_regulation,Increase emotional regulation practice from 5 days/week to 6 days/week.,days/week,days/week,5,6,,5,71.43,1,active,"{""concept_key"": ""emotional_regulation""}",2026-02-24 10:14:25.442659,2026-02-24 10:14:25.442664
190,65,stress_recovery,Increase stress-recovery techniques from 5 days/week to 6 days/week.,days/week,days/week,5,6,,5,71.43,1,active,"{""concept_key"": ""stress_recovery""}",2026-02-24 10:14:25.452665,2026-02-24 10:14:25.45267
191,65,support_openness,Increase support/openness actions from 5 days/week to 6 days/week.,days/week,days/week,5,6,,5,71.43,1,active,"{""concept_key"": ""support_openness""}",2026-02-24 10:14:25.462935,2026-02-24 10:14:25.462938
192,66,fruit_veg_portions,Increase fruit & vegetable portions from 4 portions/day to 5 portions/day.,fruit & vegetable portions,portions/day,4,5,,4,80,1,active,"{""concept_key"": ""fruit_veg""}",2026-02-24 10:14:39.002173,2026-02-24 10:14:39.002179
193,66,hydration_l_day,Increase daily hydration from 3 L/day to 3.5 L/day.,daily hydration,L/day,3,3.5,,3,75,1,active,"{""concept_key"": ""hydration""}",2026-02-24 10:14:39.013501,2026-02-24 10:14:39.013506
194,66,protein_portions_day,Increase protein intake from 4 portions/day to 4.5 portions/day.,protein intake,portions/day,4,4.5,,4,80,1,active,"{""concept_key"": ""protein_intake""}",2026-02-24 10:14:39.024996,2026-02-24 10:14:39.025
195,66,processed_food_step,Reduce processed food intake from 1 portions/day to 0 portions/day.,processed food intake,portions/day,1,0,,1,75,1,active,"{""concept_key"": ""processed_food""}",2026-02-24 10:14:39.035638,2026-02-24 10:14:39.035642
196,67,strength_sessions_per_week,Increase strength sessions from 3 sessions/week to 4 sessions/week.,strength sessions/week,sessions/week,3,4,,3,,1,active,"{""concept_key"": ""strength_training""}",2026-02-24 10:14:45.176876,2026-02-24 10:14:45.176882
197,68,consistent_bedtimes,Increase consistent bedtimes from 5 nights/week to 6 nights/week.,nights/week,nights/week,5,6,,5,71.42857142857143,1,active,"{""concept_key"": ""bedtime_consistency""}",2026-02-24 10:14:48.526926,2026-02-24 10:14:48.526932
198,68,sleep_7plus_nights,Increase nights with 7+ hours sleep from 5 nights/week to 6 nights/week.,nights/week,nights/week,5,6,,5,71.42857142857143,1,active,"{""concept_key"": ""sleep_duration""}",2026-02-24 10:14:48.537418,2026-02-24 10:14:48.537424
199,68,waking_refreshed_nights,Increase nights waking refreshed from 5 nights/week to 6 nights/week.,nights/week,nights/week,5,6,,5,71.42857142857143,1,active,"{""concept_key"": ""sleep_quality""}",2026-02-24 10:14:48.548115,2026-02-24 10:14:48.548121
200,69,fruit_veg_portions,Increase fruit & vegetable portions from 4 portions/day to 4.5 portions/day.,fruit & vegetable portions,portions/day,4,4.5,,4,80,1,active,"{""concept_key"": ""fruit_veg""}",2026-02-24 10:14:57.051363,2026-02-24 10:14:57.051367
201,69,daily_hydration,Increase daily hydration from 3 L/day to 3.5 L/day.,daily hydration,L/day,3,3.5,,3,75,1,active,"{""concept_key"": ""hydration""}",2026-02-24 10:14:57.066878,2026-02-24 10:14:57.066882
202,69,protein_portions,Increase protein intake from 4 portions/day to 4.5 portions/day.,protein portions,portions/day,4,4.5,,4,80,1,active,"{""concept_key"": ""protein_intake""}",2026-02-24 10:14:57.079683,2026-02-24 10:14:57.079687
203,69,processed_food_step,Reduce processed food intake from 1 portions/day to 0 portions/day.,processed food intake,portions/day,1,0,,1,75,1,active,"{""concept_key"": ""processed_food""}",2026-02-24 10:14:57.090266,2026-02-24 10:14:57.09027
204,70,emotional_regulation,Increase emotional regulation practice from 5 days/week to 6 days/week.,days/week,days/week,5,6,,5,71.42857142857143,1,active,"{""concept_key"": ""emotional_regulation""}",2026-02-24 10:15:07.884217,2026-02-24 10:15:07.88422
205,70,stress_recovery,Increase stress-recovery techniques from 5 days/week to 6 days/week.,days/week,days/week,5,6,,5,71.42857142857143,1,active,"{""concept_key"": ""stress_recovery""}",2026-02-24 10:15:07.897989,2026-02-24 10:15:07.897993
206,70,support_openness,Increase support/openness actions from 5 days/week to 6 days/week.,days/week,days/week,5,6,,5,71.42857142857143,1,active,"{""concept_key"": ""support_openness""}",2026-02-24 10:15:07.909244,2026-02-24 10:15:07.909249
207,71,strength_sessions_weekly,Increase strength sessions from 3 sessions/week to 4 sessions/week.,strength sessions,sessions/week,3,4,,3,,1,active,"{""concept_key"": ""strength_training""}",2026-02-24 10:15:11.448328,2026-02-24 10:15:11.448333
208,72,bedtime_consistency,Increase consistent bedtimes from 5 nights/week to 6 nights/week.,consistent bedtimes,nights/week,5,6,,5,71.42857142857143,1,active,"{""concept_key"": ""bedtime_consistency""}",2026-02-24 10:15:19.69168,2026-02-24 10:15:19.691684
209,72,sleep_7plus_nights,Increase nights with 7+ hours sleep from 5 nights/week to 6 nights/week.,nights with 7+ hours sleep,nights/week,5,6,,5,71.42857142857143,1,active,"{""concept_key"": ""sleep_duration""}",2026-02-24 10:15:19.702293,2026-02-24 10:15:19.702297
210,72,wake_refreshed_nights,Increase nights waking refreshed from 5 nights/week to 6 nights/week.,nights waking refreshed,nights/week,5,6,,5,71.42857142857143,1,active,"{""concept_key"": ""sleep_quality""}",2026-02-24 10:15:19.712539,2026-02-24 10:15:19.712545
211,73,fruit_veg_daily,Increase fruit & vegetable portions from 4 portions/day to 4.5 portions/day.,fruit & vegetable portions,portions/day,4,4.5,,4,80,1,active,"{""concept_key"": ""fruit_veg""}",2026-02-24 10:15:30.747323,2026-02-24 10:15:30.747326
212,73,hydration_daily_l,Increase daily hydration from 3 L/day to 3.5 L/day.,daily hydration,L/day,3,3.5,,3,75,1,active,"{""concept_key"": ""hydration""}",2026-02-24 10:15:30.756768,2026-02-24 10:15:30.756774
213,73,protein_daily,Increase protein intake from 4 portions/day to 4.5 portions/day.,protein intake,portions/day,4,4.5,,4,80,1,active,"{""concept_key"": ""protein_intake""}",2026-02-24 10:15:30.766008,2026-02-24 10:15:30.766011
214,73,processed_food_step,Reduce processed food intake from 1 portions/day to 0 portions/day.,processed food intake,portions/day,1,0,,1,75,1,active,"{""concept_key"": ""processed_food""}",2026-02-24 10:15:30.77505,2026-02-24 10:15:30.775053
215,74,emotional_regulation_practice,Increase emotional regulation practice from 5 days/week to 6 days/week.,days/week,days/week,5,6,,5,71.42857142857143,1,active,"{""concept_key"": ""emotional_regulation""}",2026-02-24 10:15:34.417946,2026-02-24 10:15:34.41795
216,74,stress_recovery_technique,Increase stress-recovery techniques from 5 days/week to 6 days/week.,days/week,days/week,5,6,,5,71.42857142857143,1,active,"{""concept_key"": ""stress_recovery""}",2026-02-24 10:15:34.429134,2026-02-24 10:15:34.429138
217,74,support_openness_actions,Increase support/openness actions from 5 days/week to 6 days/week.,days/week,days/week,5,6,,5,71.42857142857143,1,active,"{""concept_key"": ""support_openness""}",2026-02-24 10:15:34.438627,2026-02-24 10:15:34.438631
218,75,consistent_bedtimes,Increase consistent bedtimes from 5 nights/week to 6 nights/week.,consistent bedtimes,nights/week,5,6,,5,71.42857142857143,1,active,"{""concept_key"": ""bedtime_consistency""}",2026-02-24 10:15:46.578776,2026-02-24 10:15:46.578781
219,75,sleep_7plus_nights,Increase nights with 7+ hours sleep from 5 nights/week to 6 nights/week.,nights with 7+ hours sleep,nights/week,5,6,,5,71.42857142857143,1,active,"{""concept_key"": ""sleep_duration""}",2026-02-24 10:15:46.589216,2026-02-24 10:15:46.589222
220,75,nights_waking_refreshed,Increase nights waking refreshed from 5 nights/week to 6 nights/week.,nights waking refreshed,nights/week,5,6,,5,71.42857142857143,1,active,"{""concept_key"": ""sleep_quality""}",2026-02-24 10:15:46.599412,2026-02-24 10:15:46.599418
221,76,strength_sessions_per_week,Increase strength sessions from 3 sessions/week to 4 sessions/week.,strength sessions,sessions/week,3,4,,3,75,1,active,"{""concept_key"": ""strength_training""}",2026-02-24 10:15:48.47276,2026-02-24 10:15:48.472766
222,77,fruit_veg_portions,Increase fruit & vegetable portions from 4 portions/day to 5 portions/day.,fruit & vegetable portions,portions/day,4,5,,4,80,1,active,"{""concept_key"": ""fruit_veg""}",2026-02-24 10:16:07.169597,2026-02-24 10:16:07.169603
223,77,daily_hydration,Increase daily hydration from 3 L/day to 3.5 L/day.,daily hydration,L/day,3,3.5,,3,75,1,active,"{""concept_key"": ""hydration""}",2026-02-24 10:16:07.184566,2026-02-24 10:16:07.184571
224,77,protein_portions,Increase protein intake from 4 portions/day to 4.5 portions/day.,protein intake,portions/day,4,4.5,,4,80,1,active,"{""concept_key"": ""protein_intake""}",2026-02-24 10:16:07.19828,2026-02-24 10:16:07.198327
225,77,processed_food_step,Reduce processed food intake from 1 portions/day to 0 portions/day.,processed food intake,portions/day,1,0,,1,75,1,active,"{""concept_key"": ""processed_food""}",2026-02-24 10:16:07.208652,2026-02-24 10:16:07.208657
226,78,emotional_regulation,Increase emotional regulation practice from 5 days/week to 6 days/week.,days/week,days/week,5,6,,5,71.42857142857143,1,active,"{""concept_key"": ""emotional_regulation""}",2026-02-24 10:16:14.598595,2026-02-24 10:16:14.598616
227,78,stress_recovery,Increase stress-recovery techniques from 5 days/week to 6 days/week.,days/week,days/week,5,6,,5,71.42857142857143,1,active,"{""concept_key"": ""stress_recovery""}",2026-02-24 10:16:14.609169,2026-02-24 10:16:14.609173
228,78,support_openness,Increase support/openness actions from 5 days/week to 6 days/week.,days/week,days/week,5,6,,5,71.42857142857143,1,active,"{""concept_key"": ""support_openness""}",2026-02-24 10:16:14.619749,2026-02-24 10:16:14.619756
229,79,bedtime_consistency,Increase consistent bedtimes from 5 nights/week to 6 nights/week.,nights/week,nights/week,5,6,,5,71.42857142857143,1,active,"{""concept_key"": ""bedtime_consistency""}",2026-02-24 10:16:25.802822,2026-02-24 10:16:25.802827
230,79,sleep_duration,Increase nights with 7+ hours sleep from 5 nights/week to 6 nights/week.,nights/week,nights/week,5,6,,5,71.42857142857143,1,active,"{""concept_key"": ""sleep_duration""}",2026-02-24 10:16:25.815517,2026-02-24 10:16:25.815521
231,79,sleep_quality,Increase nights waking refreshed from 5 nights/week to 6 nights/week.,nights/week,nights/week,5,6,,5,71.42857142857143,1,active,"{""concept_key"": ""sleep_quality""}",2026-02-24 10:16:25.827185,2026-02-24 10:16:25.827189
